usr253,z,loc2082
usr254,grp35
usr254,x,loc1244
usr255,grp92
usr255,z,loc4794
usr256,grp195
usr257,grp136
usr258,grp183
usr259,grp77
usr260,grp40
usr261,grp144
usr262,grp47
usr263,grp192
usr264,grp68
usr264,z,loc749
usr265,grp6
usr265,x,loc4336
usr266,grp193
usr267,grp168
usr268,grp76
usr269,grp117
usr269,x,loc2090
usr270,grp140
usr271,grp103
usr272,grp74
usr273,grp146
usr274,grp143
usr274,y,loc2308
usr275,grp47
usr276,grp199
usr277,grp49
usr278,grp100
usr279,grp177
usr280,grp68
usr281,grp118
usr281,y,loc4725
usr282,grp163
usr282,z,loc4159
usr283,grp56
usr284,grp58
usr285,grp177
usr285,z,loc2401
usr286,grp200
usr286,z,loc3105
usr287,grp179
usr288,grp162
usr289,grp94
usr289,z,loc492
usr290,grp151
usr290,z,loc3616
usr291,grp16
usr292,grp97
usr292,x,loc3947
usr293,grp146
usr293,x,loc3376
usr294,grp34
usr295,grp17
usr295,x,loc3139
usr296,grp37
usr297,grp88
usr297,z,loc2612
usr298,grp13
usr298,x,loc183
usr299,grp4
usr300,grp94
usr300,x,loc3115
usr301,grp102
usr302,grp130
usr303,grp1
usr303,z,loc2310
usr304,grp129
usr305,grp109
usr306,grp118
usr307,grp52
usr307,x,loc3619
usr308,grp134
usr309,grp53
usr309,y,loc2905
usr310,grp3
usr311,grp42
usr312,grp22
usr313,grp99
usr313,y,loc3156
usr314,grp23
usr315,grp80
usr315,x,loc1012
usr316,grp6
usr316,y,loc4090
usr317,grp163
usr318,grp72
usr318,z,loc2925
usr319,grp37
usr320,grp185
usr320,x,loc2776
usr321,grp142
usr321,z,loc1048
usr322,grp116
usr323,grp190
usr323,y,loc115
usr324,grp127
usr325,grp198
usr326,grp72
usr327,grp111
usr328,grp17
usr328,y,loc3626
usr329,grp59
usr329,x,loc4163
usr330,grp154
usr330,z,loc4203
usr331,grp40
usr331,y,loc3763
usr332,grp9
usr333,grp63
usr334,grp26
usr334,x,loc1198
usr335,grp175
usr336,grp169
usr337,grp44
usr337,y,loc481
usr338,grp141
usr339,grp186
usr339,y,loc79
usr340,grp20
usr341,grp125
usr341,z,loc2123
usr342,grp128
usr342,x,loc4471
usr343,grp79
usr343,x,loc2702
usr344,grp161
usr344,x,loc3645
usr345,grp194
usr345,z,loc4577
usr346,grp29
usr347,grp195
usr347,y,loc4391
usr348,grp54
usr349,grp94
usr350,grp39
usr351,grp199
usr351,x,loc4349
usr352,grp156
usr352,y,loc1062
usr353,grp35
usr354,grp22
usr355,grp51
usr356,grp198
usr356,x,loc3748
usr357,grp139
usr358,grp99
usr359,grp115
usr359,z,loc1908
usr360,grp132
usr360,x,loc479
usr361,grp197
usr362,grp14
usr362,x,loc4254
usr363,grp152
usr364,grp185
usr365,grp161
usr365,z,loc2555
usr366,grp8
usr366,x,loc4352
usr367,grp60
usr368,grp96
usr369,grp159
usr369,x,loc1796
usr370,grp162
usr371,grp92
usr372,grp59
usr372,z,loc1535
usr373,grp22
usr373,x,loc4689
usr374,grp176
usr375,grp34
usr375,y,loc3854
usr376,grp171
usr376,z,loc2976
usr377,grp152
usr378,grp34
usr379,grp84
usr380,grp58
usr380,x,loc3736
usr381,grp10
usr381,x,loc1127
usr382,grp165
usr383,grp56
usr383,z,loc3416
usr384,grp78
usr385,grp57
usr386,grp18
usr386,y,loc5000
usr387,grp45
usr387,x,loc4789
usr388,grp65
usr389,grp190
usr390,grp34
usr391,grp149
usr392,grp73
usr393,grp111
usr394,grp74
usr394,z,loc4577
usr395,grp59
usr395,x,loc3461
usr396,grp91
usr397,grp174
usr397,y,loc2295
usr398,grp122
usr399,grp119
usr399,x,loc4531
usr400,grp99
usr400,y,loc987
usr401,grp129
usr401,y,loc107
usr402,grp190
usr402,z,loc1690
usr403,grp82
usr404,grp9
usr404,x,loc4728
usr405,grp195
usr406,grp71
usr406,y,loc434
usr407,grp97
usr407,y,loc4841
usr408,grp65
usr409,grp172
usr409,y,loc4716
usr410,grp97
usr410,x,loc3704
usr411,grp144
usr412,grp101
usr413,grp153
usr413,y,loc4459
usr414,grp78
usr414,x,loc2448
usr415,grp42
usr415,x,loc3044
usr416,grp57
usr416,z,loc4354
usr417,grp179
usr418,grp12
usr418,z,loc1106
usr419,grp146
usr419,y,loc898
usr420,grp40
usr420,x,loc2445
usr421,grp19
usr421,y,loc3538
usr422,grp97
usr422,y,loc2273
usr423,grp75
usr423,y,loc1343
usr424,grp102
usr424,y,loc4695
usr425,grp26
usr426,grp102
usr427,grp145
usr428,grp76
usr428,y,loc4018
usr429,grp43
usr429,z,loc4699
usr430,grp56
usr431,grp111
usr432,grp157
usr433,grp83
usr433,z,loc1407
usr434,grp125
usr434,y,loc591
usr435,grp52
usr435,y,loc4458
usr436,grp98
usr437,grp99
usr438,grp144
usr439,grp170
usr440,grp136
usr441,grp184
usr442,grp31
usr442,y,loc2326
usr443,grp10
usr444,grp11
usr445,grp73
usr446,grp10
usr447,grp156
usr447,x,loc4103
usr448,grp77
usr449,grp24
usr449,y,loc2970
usr450,grp147
usr450,y,loc2738
usr451,grp46
usr451,y,loc2603
usr452,grp149
usr452,y,loc2604
usr453,grp63
usr454,grp180
usr455,grp184
usr456,grp60
usr457,grp160
usr457,x,loc840
usr458,grp55
usr458,x,loc2856
usr459,grp122
usr460,grp19
usr461,grp121
usr462,grp160
usr462,z,loc4070
usr463,grp63
usr463,y,loc3708
usr464,grp169
usr465,grp96
usr465,y,loc1500
usr466,grp118
usr466,x,loc945
usr467,grp145
usr468,grp174
usr469,grp143
usr470,grp109
usr470,z,loc3718
usr471,grp195
usr472,grp182
usr472,y,loc857
usr473,grp20
usr473,x,loc2560
usr474,grp99
usr475,grp185
usr476,grp124
usr476,x,loc3368
usr477,grp2
usr477,y,loc3945
usr478,grp81
usr479,grp107
usr479,x,loc3663
usr480,grp167
usr481,grp49
usr482,grp184
usr483,grp17
usr484,grp63
usr484,z,loc443
usr485,grp71
usr485,z,loc3625
usr486,grp179
usr487,grp62
usr487,x,loc3924
usr488,grp43
usr489,grp128
usr489,z,loc3159
usr490,grp113
usr490,x,loc4923
usr491,grp120
usr491,x,loc2115
usr492,grp5
usr493,grp132
usr493,z,loc2566
usr494,grp109
usr494,z,loc4415
usr495,grp47
usr496,grp97
usr497,grp77
usr498,grp183
usr498,z,loc4265
usr499,grp127
usr500,grp88
usr500,z,loc1276
usr501,grp45
usr501,z,loc2248
usr502,grp164
usr503,grp111
usr504,grp191
usr505,grp23
usr506,grp68
usr507,grp62
usr507,x,loc3489
usr508,grp52
usr509,grp92
usr509,z,loc2580
usr510,grp55
usr511,grp50
usr512,grp171
usr513,grp17
usr514,grp176
usr515,grp50
usr516,grp1
usr517,grp19
usr517,x,loc4519
usr518,grp13
usr518,y,loc2027
usr519,grp147
usr520,grp124
usr520,x,loc4637
usr521,grp152
usr521,y,loc3064
usr522,grp14
usr522,x,loc4692
usr523,grp122
usr524,grp92
usr524,x,loc4575
usr525,grp40
usr526,grp140
usr527,grp6
usr527,z,loc2502
usr528,grp179
usr528,z,loc1761
usr529,grp107
usr529,x,loc2057
usr530,grp52
usr531,grp26
usr532,grp73
usr532,z,loc3706
usr533,grp31
usr534,grp118
usr534,z,loc1947
usr535,grp188
usr535,x,loc624
usr536,grp84
usr537,grp40
usr537,x,loc1367
usr538,grp102
usr538,z,loc841
usr539,grp52
usr539,z,loc4946
usr540,grp166
usr540,y,loc3150
usr541,grp144
usr541,x,loc3173
usr542,grp187
usr543,grp182
usr543,x,loc3954
usr544,grp143
usr544,z,loc3879
usr545,grp124
usr545,z,loc3899
usr546,grp4
usr547,grp48
usr548,grp84
usr549,grp43
usr549,x,loc1216
usr550,grp119
usr551,grp149
usr552,grp187
usr553,grp152
usr554,grp151
usr554,x,loc1744
usr555,grp37
usr555,x,loc1963
usr556,grp149
usr556,y,loc2430
usr557,grp172
usr557,y,loc1902
usr558,grp167
usr559,grp135
usr559,x,loc2747
usr560,grp104
usr561,grp57
usr562,grp167
usr562,y,loc464
usr563,grp193
usr563,y,loc1747
usr564,grp31
usr565,grp187
usr566,grp70
usr566,z,loc1533
usr567,grp41
usr568,grp14
usr568,z,loc608
usr569,grp131
usr569,x,loc111
usr570,grp90
usr570,x,loc4891
usr571,grp79
usr571,y,loc720
usr572,grp147
usr573,grp36
usr574,grp127
usr575,grp151
usr575,z,loc4457
usr576,grp88
usr576,z,loc781
usr577,grp90
usr577,x,loc268
usr578,grp70
usr579,grp30
usr579,y,loc2696
usr580,grp8
usr580,y,loc3841
usr581,grp49
usr581,y,loc3494
usr582,grp1
usr583,grp47
usr584,grp106
usr585,grp104
usr586,grp111
usr587,grp25
usr587,z,loc4947
usr588,grp98
usr589,grp44
usr590,grp133
usr591,grp117
usr592,grp171
usr593,grp47
usr594,grp195
usr595,grp48
usr596,grp195
usr596,y,loc1071
usr597,grp16
usr598,grp116
usr599,grp83
usr599,x,loc4171
usr600,grp175
usr600,y,loc4877
usr601,grp106
usr602,grp107
usr603,grp53
usr603,x,loc4382
usr604,grp171
usr604,x,loc3465
usr605,grp46
usr606,grp81
usr606,x,loc1120
usr607,grp144
usr608,grp175
usr609,grp132
usr609,x,loc4068
usr610,grp114
usr610,y,loc2304
usr611,grp75
usr612,grp97
usr613,grp89
usr614,grp27
usr615,grp93
usr615,z,loc4304
usr616,grp108
usr617,grp152
usr617,x,loc776
usr618,grp90
usr618,x,loc3566
usr619,grp60
usr620,grp122
usr620,y,loc4815
usr621,grp176
usr622,grp119
usr623,grp164
usr624,grp31
usr625,grp66
usr625,x,loc4846
usr626,grp94
usr627,grp137
usr628,grp90
usr628,y,loc1843
usr629,grp92
usr630,grp1
usr631,grp196
usr632,grp32
usr632,z,loc3242
usr633,grp53
usr633,z,loc4968
usr634,grp112
usr634,x,loc2183
usr635,grp133
usr635,y,loc2362
usr636,grp110
usr637,grp147
usr638,grp60
usr639,grp61
usr639,z,loc4819
usr640,grp165
usr641,grp134
usr642,grp160
usr643,grp36
usr643,x,loc2656
usr644,grp11
usr644,z,loc4063
usr645,grp25
usr646,grp90
usr646,x,loc4039
usr647,grp58
usr648,grp66
usr649,grp25
usr649,x,loc219
usr650,grp177
usr650,z,loc804
usr651,grp26
usr652,grp198
usr652,z,loc4702
usr653,grp25
usr654,grp106
usr655,grp111
usr656,grp11
usr656,y,loc2708
usr657,grp58
usr657,y,loc3171
usr658,grp140
usr659,grp5
usr659,z,loc3322
usr660,grp154
usr661,grp94
usr662,grp45
usr663,grp55
usr663,x,loc89
usr664,grp169
usr665,grp17
usr665,y,loc2572
usr666,grp157
usr666,x,loc544
usr667,grp194
usr668,grp118
usr669,grp200
usr669,z,loc2958
usr670,grp72
usr671,grp22
usr672,grp31
usr673,grp20
usr674,grp131
usr675,grp41
usr675,z,loc2284
usr676,grp78
usr677,grp19
usr678,grp42
usr678,z,loc1492
usr679,grp192
usr679,z,loc4868
usr680,grp63
usr680,x,loc813
usr681,grp28
usr681,x,loc997
usr682,grp93
usr682,x,loc1208
usr683,grp10
usr683,y,loc3058
usr684,grp47
usr685,grp47
usr685,y,loc4700
usr686,grp186
usr687,grp142
usr688,grp199
usr688,z,loc3801
usr689,grp24
usr690,grp150
usr691,grp140
usr691,x,loc2303
usr692,grp18
usr693,grp32
usr693,y,loc2226
usr694,grp124
usr694,z,loc2815
usr695,grp111
usr696,grp1
usr697,grp68
usr697,x,loc4449
usr698,grp15
usr698,x,loc3045
usr699,grp37
usr700,grp68
usr701,grp37
usr702,grp118
usr703,grp108
usr704,grp61
usr705,grp30
usr706,grp181
usr706,x,loc1697
usr707,grp122
usr707,x,loc5000
usr708,grp128
usr709,grp78
usr709,z,loc2816
usr710,grp38
usr710,z,loc4335
usr711,grp27
usr711,y,loc4821
usr712,grp160
usr713,grp191
usr713,x,loc1771
usr714,grp91
usr715,grp125
usr716,grp22
usr717,grp14
usr717,z,loc1939
usr718,grp37
usr718,y,loc454
usr719,grp100
usr720,grp199
usr720,x,loc537
usr721,grp129
usr721,z,loc3050
usr722,grp119
usr723,grp169
usr724,grp129
usr725,grp71
usr726,grp119
usr726,z,loc44
usr727,grp189
usr728,grp164
usr729,grp157
usr730,grp117
usr730,z,loc1303
usr731,grp65
usr731,x,loc159
usr732,grp109
usr732,x,loc1709
usr733,grp176
usr734,grp1
usr734,x,loc2938
usr735,grp175
usr735,x,loc1679
usr736,grp25
usr736,y,loc640
usr737,grp81
usr738,grp39
usr738,x,loc2642
usr739,grp52
usr740,grp165
usr740,y,loc1908
usr741,grp163
usr741,z,loc517
usr742,grp34
usr743,grp166
usr743,x,loc249
usr744,grp31
usr745,grp33
usr746,grp162
usr746,z,loc1289
usr747,grp34
usr748,grp194
usr749,grp104
usr749,y,loc3454
usr750,grp110
usr751,grp146
usr752,grp118
usr753,grp169
usr753,z,loc336
usr754,grp33
usr755,grp153
usr756,grp2
usr757,grp21
usr758,grp98
usr759,grp176
usr760,grp15
usr760,y,loc4783
usr761,grp76
usr761,z,loc1827
usr762,grp110
usr763,grp24
usr763,z,loc4688
usr764,grp18
usr765,grp97
usr765,y,loc1965
usr766,grp153
usr767,grp95
usr767,x,loc4321
usr768,grp183
usr768,z,loc4925
usr769,grp183
usr769,x,loc2230
usr770,grp130
usr771,grp115
usr772,grp137
usr773,grp8
usr774,grp48
usr774,x,loc1831
usr775,grp65
usr775,y,loc4952
usr776,grp153
usr776,y,loc3881
usr777,grp16
usr778,grp183
usr778,x,loc3010
usr779,grp50
usr779,x,loc2424
usr780,grp15
usr781,grp3
usr781,z,loc4747
usr782,grp51
usr783,grp109
usr784,grp66
usr784,x,loc4195
usr785,grp67
usr786,grp151
usr787,grp75
usr787,z,loc1745
usr788,grp190
usr788,z,loc2722
usr789,grp182
usr789,x,loc1236
usr790,grp101
usr791,grp69
usr791,y,loc3119
usr792,grp176
usr792,x,loc1775
usr793,grp117
usr794,grp144
usr795,grp4
usr796,grp105
usr797,grp93
usr798,grp50
usr799,grp39
usr799,z,loc2434
usr800,grp36
usr801,grp5
usr801,y,loc4059
usr802,grp66
usr802,x,loc2474
usr803,grp37
usr804,grp70
usr805,grp116
usr805,y,loc2098
usr806,grp141
usr807,grp1
usr807,y,loc2524
usr808,grp171
usr808,y,loc2788
usr809,grp197
usr810,grp23
usr810,x,loc4691
usr811,grp185
usr811,y,loc3044
usr812,grp54
usr813,grp41
usr814,grp109
usr815,grp11
usr816,grp81
usr816,x,loc4444
usr817,grp162
usr818,grp98
usr818,x,loc3467
usr819,grp88
usr820,grp180
usr820,x,loc187
usr821,grp138
usr821,z,loc4492
usr822,grp138
usr823,grp87
usr823,x,loc128
usr824,grp120
usr824,z,loc4506
usr825,grp114
usr825,y,loc216
usr826,grp92
usr826,y,loc2310
usr827,grp43
usr828,grp110
usr829,grp5
usr830,grp120
usr831,grp142
usr831,y,loc3704
usr832,grp195
usr832,z,loc2383
usr833,grp36
usr833,z,loc854
usr834,grp197
usr834,y,loc2188
usr835,grp171
usr836,grp13
usr836,x,loc1648
usr837,grp27
usr837,y,loc297
usr838,grp112
usr839,grp5
usr840,grp168
usr841,grp50
usr842,grp46
usr842,y,loc4708
usr843,grp191
usr844,grp150
usr845,grp13
usr846,grp107
usr846,x,loc11
usr847,grp197
usr847,y,loc36
usr848,grp157
usr849,grp128
usr850,grp193
usr851,grp100
usr851,x,loc1738
usr852,grp178
usr852,z,loc682
usr853,grp154
usr854,grp179
usr855,grp77
usr856,grp66
usr857,grp104
usr858,grp151
usr858,z,loc3549
usr859,grp30
usr860,grp93
usr861,grp166
usr861,x,loc4447
usr862,grp59
usr863,grp159
usr864,grp146
usr865,grp156
usr866,grp73
usr866,z,loc2512
usr867,grp40
usr868,grp26
usr869,grp11
usr870,grp39
usr870,y,loc4041
usr871,grp194
usr872,grp171
usr873,grp46
usr874,grp113
usr874,y,loc2323
usr875,grp158
usr876,grp40
usr877,grp157
usr877,y,loc2225
usr878,grp70
usr879,grp176
usr879,y,loc3096
usr880,grp146
usr881,grp185
usr882,grp186
usr882,z,loc1639
usr883,grp37
usr884,grp89
usr885,grp83
usr885,x,loc3199
usr886,grp29
usr887,grp13
usr888,grp67
usr889,grp77
usr890,grp6
usr890,z,loc426
usr891,grp69
usr891,x,loc1666
usr892,grp30
usr892,z,loc4438
usr893,grp15
usr893,x,loc1754
usr894,grp53
usr895,grp166
usr895,z,loc1059
usr896,grp143
usr896,y,loc4446
usr897,grp38
usr898,grp102
usr898,z,loc4466
usr899,grp103
usr899,y,loc345
usr900,grp198
usr900,y,loc4009
usr901,grp187
usr902,grp140
usr903,grp83
usr903,x,loc4244
usr904,grp82
usr905,grp88
usr906,grp14
usr907,grp156
usr908,grp67
usr908,x,loc2457
usr909,grp157
usr910,grp143
usr910,y,loc2415
usr911,grp61
usr911,x,loc2650
usr912,grp144
usr912,y,loc469
usr913,grp149
usr913,y,loc2227
usr914,grp53
usr915,grp48
usr916,grp102
usr916,x,loc3172
usr917,grp121
usr918,grp187
usr919,grp35
usr920,grp57
usr921,grp73
usr922,grp107
usr922,x,loc1858
usr923,grp10
usr923,z,loc3080
usr924,grp61
usr924,z,loc3373
usr925,grp80
usr926,grp177
usr927,grp6
usr928,grp106
usr929,grp196
usr930,grp10
usr930,z,loc3989
usr931,grp144
usr931,z,loc4064
usr932,grp164
usr932,z,loc1858
usr933,grp107
usr933,z,loc4300
usr934,grp75
usr934,z,loc1176
usr935,grp154
usr936,grp150
usr937,grp85
usr937,x,loc285
usr938,grp196
usr938,z,loc293
usr939,grp113
usr939,x,loc2768
usr940,grp162
usr940,y,loc141
usr941,grp13
usr942,grp20
usr942,y,loc4814
usr943,grp184
usr944,grp59
usr945,grp65
usr946,grp50
usr947,grp69
usr947,x,loc572
usr948,grp182
usr948,y,loc45
usr949,grp24
usr950,grp93
usr950,z,loc1227
usr951,grp19
usr951,z,loc1611
usr952,grp150
usr952,y,loc4642
usr953,grp114
usr954,grp75
usr954,y,loc2463
usr955,grp110
usr956,grp28
usr957,grp196
usr957,z,loc912
usr958,grp61
usr958,x,loc3458
usr959,grp186
usr960,grp88
usr960,x,loc3731
usr961,grp143
usr961,z,loc3842
usr962,grp51
usr962,x,loc3121
usr963,grp72
usr963,y,loc2171
usr964,grp38
usr965,grp141
usr965,y,loc1637
usr966,grp157
usr966,z,loc783
usr967,grp85
usr968,grp58
usr969,grp180
usr970,grp65
usr970,x,loc1991
usr971,grp74
usr971,x,loc1436
usr972,grp3
usr972,y,loc3923
usr973,grp85
usr974,grp117
usr975,grp17
usr976,grp147
usr976,x,loc3439
usr977,grp177
usr978,grp170
usr978,z,loc3207
usr979,grp24
usr979,x,loc4194
usr980,grp23
usr980,y,loc4479
usr981,grp123
usr981,y,loc2806
usr982,grp23
usr983,grp94
usr983,z,loc3109
usr984,grp55
usr985,grp32
usr986,grp84
usr986,x,loc617
usr987,grp72
usr988,grp100
usr989,grp89
usr990,grp16
usr990,x,loc4768
usr991,grp45
usr992,grp175
usr992,y,loc3599
usr993,grp179
usr993,x,loc927
usr994,grp171
usr994,z,loc4461
usr995,grp40
usr995,z,loc536
usr996,grp156
usr997,grp178
usr997,y,loc1530
usr998,grp56
usr998,x,loc3239
usr999,grp18
usr1000,grp152
usr1000,x,loc1751
