grp150,z,loc2098
grp150,grp473
grp151,y,loc2481
grp152,y,loc2544
grp152,grp905
grp153,y,loc4919
grp153,grp387
grp154,z,loc2310
grp155,y,loc353
grp156,x,loc3190
grp157,y,loc3555
grp157,grp122
grp158,x,loc1891
grp158,grp399
grp159,z,loc2490
grp160,y,loc2760
grp161,y,loc4453
grp162,z,loc4640
grp162,grp880
grp163,y,loc4859
grp163,grp884
grp164,y,loc1070
grp164,grp179
grp165,y,loc3266
grp165,grp17
grp166,z,loc885
grp167,x,loc1442
grp167,grp712
grp168,z,loc4576
grp169,y,loc2236
grp170,z,loc1351
grp170,grp348
grp171,z,loc1948
grp172,y,loc2806
grp173,z,loc2750
grp173,grp229
grp174,z,loc2008
grp175,x,loc140
grp175,grp487
grp176,y,loc378
grp176,grp316
grp177,y,loc2380
grp177,grp658
grp178,x,loc3563
grp179,x,loc2025
grp179,grp178
grp180,x,loc3841
grp181,x,loc4045
grp182,z,loc2808
grp182,grp766
grp183,x,loc1799
grp183,grp550
grp184,y,loc357
grp184,grp796
grp185,y,loc4882
grp185,grp786
grp186,y,loc4787
grp186,grp975
grp187,x,loc615
grp187,grp552
grp188,y,loc4529
grp188,grp23
grp189,y,loc275
grp189,grp424
grp190,z,loc2087
grp191,y,loc2077
grp192,x,loc1827
grp193,x,loc4037
grp194,x,loc2193
grp194,grp2
grp195,z,loc4140
grp196,y,loc1043
grp197,z,loc708
grp198,y,loc4285
grp198,grp128
grp199,z,loc3538
grp200,z,loc2993
grp200,grp485
grp201,z,loc4383
grp201,grp573
grp202,x,loc3247
grp203,x,loc2218
grp203,grp178
grp204,x,loc2839
grp204,grp144
grp205,x,loc114
grp205,grp234
grp206,z,loc3499
grp207,z,loc2008
grp207,grp942
grp208,y,loc4058
grp208,grp475
grp209,y,loc2750
grp210,x,loc2370
grp211,z,loc4080
grp212,x,loc2566
grp213,x,loc1883
grp214,z,loc3009
grp215,x,loc2326
grp215,grp281
grp216,x,loc2306
grp216,grp421
grp217,z,loc4746
grp217,grp948
grp218,y,loc3591
grp219,x,loc2148
grp220,x,loc2593
grp220,grp292
grp221,y,loc978
grp222,z,loc2055
grp222,grp595
grp223,x,loc4013
grp223,grp525
grp224,x,loc1316
grp224,grp419
grp225,z,loc3242
grp226,z,loc2404
grp227,x,loc1399
grp228,y,loc4739
grp228,grp58
grp229,y,loc3235
grp230,y,loc2445
grp231,z,loc526
grp232,x,loc3984
grp232,grp133
grp233,y,loc3711
grp233,grp782
grp234,y,loc593
grp234,grp837
grp235,x,loc1522
grp236,z,loc574
grp237,z,loc3168
grp238,z,loc779
grp239,y,loc348
grp240,y,loc1734
grp241,z,loc4065
grp242,z,loc3535
grp242,grp682
grp243,z,loc1472
grp243,grp368
grp244,y,loc2630
grp244,grp855
grp245,y,loc1988
grp245,grp837
grp246,y,loc3174
grp246,grp115
grp247,x,loc4034
grp247,grp231
grp248,y,loc2001
grp249,x,loc887
grp250,y,loc899
grp251,z,loc659
grp251,grp163
grp252,y,loc2321
grp252,grp505
grp253,z,loc1987
grp253,grp260
grp254,x,loc4917
grp254,grp329
grp255,y,loc3234
grp256,y,loc3393
grp257,z,loc1666
grp258,z,loc4815
grp259,z,loc2000
grp259,grp700
grp260,y,loc441
grp261,y,loc180
grp262,z,loc2975
grp263,y,loc4556
grp263,grp136
grp264,x,loc3960
grp265,z,loc1851
grp265,grp635
grp266,x,loc2899
grp267,x,loc3164
grp267,grp381
grp268,z,loc4599
grp269,x,loc4677
grp270,y,loc4940
grp271,z,loc4102
grp271,grp240
grp272,z,loc2352
grp272,grp32
grp273,x,loc813
grp274,z,loc4016
grp274,grp101
grp275,x,loc4061
grp276,y,loc2176
grp277,y,loc3022
grp277,grp463
grp278,z,loc3078
grp278,grp260
grp279,z,loc4975
grp280,x,loc1644
grp281,z,loc2249
grp281,grp242
grp282,z,loc705
grp283,z,loc879
grp284,z,loc4989
grp285,y,loc1564
grp285,grp725
grp286,x,loc2332
grp287,z,loc1645
grp288,y,loc3311
grp289,y,loc1267
grp289,grp453
grp290,z,loc3112
grp290,grp84
grp291,z,loc3970
grp292,x,loc515
grp293,x,loc1270
grp294,z,loc3342
grp294,grp954
grp295,y,loc2484
grp295,grp178
grp296,z,loc4180
grp297,x,loc2817
grp298,x,loc1509
grp299,y,loc4413
grp299,grp237
grp300,z,loc867
grp300,grp605
grp301,y,loc717
grp301,grp350
grp302,x,loc1209
grp303,y,loc3933
grp303,grp88
grp304,z,loc3636
grp305,z,loc72
grp305,grp81
grp306,y,loc4207
grp307,y,loc3480
grp307,grp739
grp308,z,loc3321
grp309,x,loc1892
grp310,y,loc4612
grp310,grp214
grp311,z,loc2191
grp311,grp508
grp312,z,loc1118
grp313,y,loc3852
grp313,grp879
grp314,x,loc2094
grp314,grp988
grp315,z,loc4512
grp315,grp8
grp316,z,loc3943
grp317,z,loc1639
grp318,z,loc3940
grp319,x,loc501
grp319,grp543
grp320,z,loc4342
grp321,x,loc4261
grp321,grp730
grp322,z,loc1393
grp322,grp672
grp323,y,loc2256
grp324,y,loc665
grp325,x,loc1381
grp326,z,loc3738
grp327,z,loc3979
grp327,grp273
grp328,x,loc449
grp329,y,loc496
grp329,grp735
grp330,y,loc3922
grp331,y,loc4133
grp332,x,loc3482
grp333,z,loc1359
grp334,z,loc200
grp334,grp13
grp335,y,loc3998
grp336,z,loc4893
grp336,grp828
grp337,y,loc428
grp337,grp817
grp338,x,loc805
grp339,y,loc1329
grp340,z,loc755
grp341,x,loc68
grp341,grp101
grp342,x,loc1834
grp343,x,loc2221
grp344,y,loc3025
grp345,y,loc4726
grp345,grp773
grp346,z,loc173
grp347,z,loc623
grp347,grp584
grp348,x,loc457
grp349,y,loc1590
grp350,z,loc2633
grp350,grp368
grp351,y,loc4424
grp352,z,loc362
grp352,grp118
grp353,y,loc3528
grp353,grp629
grp354,y,loc1780
grp354,grp41
grp355,y,loc48
grp355,grp999
grp356,x,loc4384
grp356,grp583
grp357,y,loc760
grp358,z,loc204
grp359,x,loc1800
grp360,x,loc637
grp361,x,loc4414
grp362,x,loc421
grp363,z,loc1027
grp364,z,loc1960
grp365,y,loc423
grp365,grp448
grp366,z,loc4761
grp366,grp204
grp367,z,loc4419
grp368,x,loc2919
grp369,y,loc527
grp370,y,loc979
grp371,x,loc3141
grp371,grp999
grp372,z,loc2738
grp373,y,loc1140
grp374,x,loc2644
grp374,grp795
grp375,x,loc4401
grp376,z,loc2553
grp376,grp128
grp377,y,loc1862
grp377,grp354
grp378,z,loc1681
grp378,grp819
grp379,x,loc4378
grp379,grp865
grp380,y,loc2791
grp381,y,loc4051
grp381,grp517
grp382,x,loc3327
grp382,grp829
grp383,z,loc2935
grp383,grp258
grp384,y,loc3032
grp385,x,loc2730
grp386,z,loc217
grp387,z,loc2267
grp387,grp776
grp388,x,loc3729
grp389,x,loc3698
grp389,grp437
grp390,z,loc494
grp390,grp488
grp391,x,loc2223
grp391,grp659
grp392,y,loc3934
grp393,z,loc716
grp393,grp839
grp394,z,loc4790
grp395,z,loc1135
grp395,grp987
grp396,y,loc396
grp396,grp443
grp397,z,loc2147
grp398,z,loc3172
grp399,x,loc1818
grp399,grp909
grp400,z,loc4840
grp400,grp72
grp401,z,loc4031
grp402,x,loc1435
grp402,grp624
grp403,y,loc444
grp404,y,loc3801
grp404,grp345
grp405,y,loc766
grp406,x,loc1725
grp407,z,loc4910
grp408,z,loc507
grp408,grp811
grp409,x,loc2616
grp409,grp932
grp410,z,loc4642
grp411,x,loc3829
grp411,grp953
grp412,y,loc2564
grp413,z,loc4678
grp413,grp360
grp414,z,loc1071
grp415,y,loc4802
grp415,grp249
grp416,z,loc418
grp417,y,loc3894
grp418,z,loc2487
grp418,grp805
grp419,z,loc3037
grp420,y,loc3177
grp420,grp696
grp421,y,loc3050
grp422,z,loc2914
grp422,grp195
grp423,x,loc3030
grp423,grp361
grp424,y,loc14
grp425,x,loc1081
grp425,grp621
grp426,y,loc1925
grp426,grp90
grp427,y,loc1194
grp427,grp684
grp428,x,loc4412
grp429,x,loc595
grp430,y,loc16
grp431,z,loc3039
grp431,grp632
grp432,z,loc2351
grp433,x,loc2600
grp433,grp616
grp434,z,loc3794
grp434,grp55
grp435,y,loc4870
grp435,grp329
grp436,y,loc1093
grp437,x,loc402
grp438,x,loc2703
grp439,x,loc2298
grp439,grp150
grp440,x,loc2071
grp440,grp66
grp441,z,loc4774
grp442,x,loc597
grp443,y,loc585
grp444,z,loc339
grp444,grp338
grp445,z,loc1664
grp446,z,loc4602
grp446,grp658
grp447,x,loc4851
grp448,z,loc3476
grp448,grp261
grp449,z,loc847
grp449,grp708
grp450,z,loc4158
grp451,z,loc938
grp451,grp905
grp452,x,loc3926
grp453,x,loc3905
grp453,grp178
grp454,x,loc1688
grp455,z,loc304
grp456,z,loc2406
grp456,grp511
grp457,x,loc3674
grp457,grp155
grp458,z,loc1784
grp458,grp164
grp459,x,loc3743
grp460,x,loc156
grp460,grp485
grp461,y,loc2462
grp462,x,loc4105
grp463,y,loc4073
grp464,z,loc3426
grp464,grp30
grp465,z,loc4316
grp466,x,loc994
grp466,grp634
grp467,y,loc2909
grp467,grp987
grp468,z,loc2961
grp468,grp332
grp469,y,loc1405
grp469,grp780
grp470,z,loc794
grp470,grp481
grp471,z,loc4639
grp471,grp782
grp472,z,loc553
grp473,y,loc3553
grp474,x,loc3712
grp474,grp170
grp475,y,loc4059
grp476,z,loc130
grp477,x,loc1910
grp477,grp863
grp478,y,loc2615
grp478,grp834
grp479,y,loc1981
grp480,y,loc3068
grp480,grp854
grp481,z,loc4018
grp482,z,loc741
grp482,grp494
grp483,y,loc4122
grp484,y,loc3720
grp485,y,loc443
grp485,grp59
grp486,z,loc2168
grp486,grp979
grp487,y,loc4387
grp488,x,loc2921
grp488,grp839
grp489,x,loc333
grp489,grp870
grp490,z,loc2189
grp490,grp714
grp491,y,loc15
grp492,y,loc247
grp492,grp109
grp493,z,loc1395
grp494,z,loc1913
grp494,grp98
grp495,y,loc847
grp495,grp265
grp496,z,loc1639
grp496,grp860
grp497,x,loc3370
grp498,x,loc4864
grp498,grp149
grp499,y,loc2472
grp500,x,loc4343
grp500,grp101
grp501,x,loc208
grp501,grp111
grp502,z,loc3150
grp503,y,loc2650
grp503,grp511
grp504,z,loc603
grp504,grp999
grp505,y,loc3970
grp505,grp59
grp506,y,loc2009
grp507,z,loc1275
grp507,grp459
grp508,z,loc4428
grp508,grp230
grp509,z,loc2863
grp510,x,loc367
grp511,x,loc659
grp511,grp209
grp512,y,loc3689
grp513,y,loc835
grp514,y,loc959
grp515,y,loc1250
grp515,grp852
grp516,z,loc2689
grp516,grp441
grp517,x,loc1445
grp517,grp27
grp518,x,loc1489
grp518,grp346
grp519,z,loc1609
grp520,x,loc3000
grp521,x,loc2666
grp521,grp634
grp522,y,loc3523
grp522,grp485
grp523,z,loc3674
grp524,y,loc1423
grp524,grp871
grp525,x,loc2529
grp525,grp768
grp526,y,loc1341
grp527,x,loc1482
grp528,y,loc2892
grp528,grp413
grp529,z,loc1024
grp529,grp325
grp530,y,loc1984
grp530,grp283
grp531,z,loc1263
grp531,grp683
grp532,z,loc4413
grp532,grp958
grp533,x,loc3669
grp533,grp702
grp534,x,loc4109
grp535,x,loc4267
grp536,z,loc706
grp537,y,loc3521
grp537,grp68
grp538,x,loc3702
grp539,x,loc954
grp540,z,loc4827
grp540,grp276
grp541,z,loc547
grp541,grp359
grp542,x,loc2582
grp542,grp674
grp543,x,loc3416
grp543,grp210
grp544,z,loc4038
grp544,grp397
grp545,x,loc4240
grp546,y,loc2095
grp546,grp970
grp547,x,loc625
grp547,grp574
grp548,x,loc3259
grp549,x,loc1582
grp549,grp901
grp550,y,loc4027
grp550,grp978
grp551,x,loc1082
grp552,z,loc454
grp552,grp251
grp553,z,loc1852
grp553,grp964
grp554,z,loc1532
grp555,z,loc526
grp556,x,loc3239
grp556,grp921
grp557,y,loc465
grp557,grp624
grp558,z,loc2130
grp558,grp572
grp559,x,loc3164
grp559,grp80
grp560,y,loc1237
grp561,y,loc796
grp561,grp579
grp562,z,loc419
grp563,x,loc3929
grp564,x,loc1909
grp565,y,loc515
grp566,z,loc1607
grp567,y,loc4629
grp568,x,loc137
grp569,z,loc633
grp570,z,loc4006
grp571,y,loc1517
grp571,grp356
grp572,y,loc956
grp572,grp354
grp573,x,loc4654
grp574,y,loc3469
grp574,grp44
grp575,y,loc415
grp575,grp892
grp576,y,loc2868
grp577,z,loc2123
grp577,grp924
grp578,x,loc3107
grp578,grp707
grp579,z,loc700
grp580,x,loc2770
grp580,grp195
grp581,z,loc4941
grp581,grp977
grp582,x,loc1058
grp582,grp107
grp583,z,loc1930
grp583,grp821
grp584,z,loc1573
grp585,y,loc4135
grp586,x,loc2525
grp586,grp815
grp587,z,loc4744
grp588,z,loc918
grp589,x,loc2859
grp589,grp355
grp590,z,loc4979
grp591,x,loc3995
grp591,grp919
grp592,y,loc1734
grp592,grp203
grp593,y,loc2709
grp593,grp556
grp594,z,loc3830
grp594,grp192
grp595,z,loc742
grp595,grp904
grp596,y,loc2249
grp597,z,loc1093
grp597,grp379
grp598,x,loc1851
grp598,grp753
grp599,x,loc400
grp600,z,loc1871
grp600,grp320
grp601,y,loc1351
grp601,grp822
grp602,z,loc3028
grp602,grp64
grp603,x,loc4336
grp603,grp226
grp604,y,loc2392
grp604,grp535
grp605,x,loc3756
grp606,x,loc4702
grp606,grp996
grp607,z,loc1395
grp608,y,loc3973
grp608,grp479
grp609,y,loc3598
grp609,grp997
grp610,z,loc3493
grp610,grp399
grp611,x,loc3702
grp612,z,loc94
grp612,grp546
grp613,x,loc2556
grp614,y,loc3946
grp614,grp847
grp615,y,loc2308
grp615,grp278
grp616,x,loc4666
grp616,grp906
grp617,x,loc3595
grp618,y,loc2607
grp619,z,loc2183
grp620,z,loc4532
grp620,grp430
grp621,z,loc4663
grp621,grp657
grp622,y,loc557
grp622,grp840
grp623,x,loc4664
grp623,grp366
grp624,y,loc4986
grp625,z,loc490
grp625,grp378
grp626,x,loc4622
grp627,y,loc399
grp628,x,loc1251
grp629,x,loc486
grp630,x,loc2822
grp630,grp401
grp631,y,loc2984
grp631,grp604
grp632,x,loc1160
grp633,z,loc1007
grp634,z,loc728
grp634,grp571
grp635,y,loc243
grp635,grp279
grp636,x,loc844
grp637,x,loc1115
grp637,grp753
grp638,z,loc3060
grp638,grp528
grp639,x,loc4300
grp640,x,loc184
grp641,z,loc2544
grp641,grp859
grp642,y,loc2839
grp642,grp807
grp643,z,loc2649
grp644,z,loc3064
grp645,y,loc4888
grp645,grp716
grp646,z,loc982
grp647,x,loc4283
grp648,z,loc2404
grp649,y,loc3795
grp649,grp486
grp650,z,loc1858
grp651,z,loc4985
grp652,z,loc707
grp652,grp818
grp653,z,loc668
grp654,y,loc4219
grp655,z,loc3066
grp656,x,loc2405
grp656,grp456
grp657,x,loc1933
grp657,grp19
grp658,z,loc3273
grp658,grp337
grp659,z,loc1006
grp660,z,loc2586
grp661,z,loc2024
grp661,grp680
grp662,z,loc4061
grp663,z,loc1030
grp664,z,loc1031
grp664,grp550
grp665,z,loc19
grp665,grp564
grp666,y,loc2354
grp667,x,loc2878
grp668,z,loc390
grp669,x,loc164
grp669,grp340
grp670,z,loc4911
grp670,grp333
grp671,z,loc2620
grp672,x,loc1427
grp673,x,loc1194
grp673,grp943
grp674,x,loc763
grp675,x,loc2846
grp675,grp889
grp676,x,loc4013
grp677,y,loc2943
grp678,y,loc3463
grp679,x,loc1671
grp679,grp661
grp680,x,loc1320
grp680,grp883
grp681,z,loc111
grp681,grp531
grp682,z,loc1043
grp683,y,loc1140
grp683,grp307
grp684,x,loc2196
grp685,z,loc1723
grp686,z,loc4298
grp687,x,loc941
grp687,grp605
grp688,x,loc2689
grp688,grp867
grp689,y,loc4247
grp689,grp709
grp690,y,loc4021
grp690,grp346
grp691,y,loc1662
grp692,z,loc176
grp692,grp100
grp693,y,loc2622
grp693,grp203
grp694,z,loc1365
grp695,x,loc3277
grp695,grp758
grp696,y,loc3264
grp697,x,loc3566
grp698,z,loc826
grp698,grp558
grp699,y,loc225
grp700,y,loc46
grp701,y,loc780
grp702,x,loc4773
grp703,x,loc1423
grp704,y,loc2371
grp705,x,loc4081
grp705,grp629
grp706,x,loc485
grp706,grp283
grp707,z,loc766
grp708,x,loc3326
grp708,grp60
grp709,y,loc951
grp709,grp398
grp710,x,loc421
grp710,grp112
grp711,x,loc1772
grp712,z,loc503
grp713,z,loc2967
grp713,grp337
grp714,z,loc135
grp715,y,loc2876
grp715,grp226
grp716,z,loc165
grp716,grp492
grp717,z,loc3298
grp717,grp30
grp718,z,loc2033
grp718,grp734
grp719,x,loc1860
grp719,grp359
grp720,y,loc177
grp720,grp270
grp721,x,loc1134
grp721,grp384
grp722,x,loc3550
grp723,z,loc4175
grp724,y,loc1393
grp724,grp166
grp725,z,loc1078
grp725,grp552
grp726,x,loc1050
grp727,y,loc2235
grp727,grp562
grp728,z,loc3499
grp729,z,loc21
grp730,x,loc2149
grp731,z,loc956
grp731,grp760
grp732,y,loc2121
grp732,grp922
grp733,z,loc468
grp734,z,loc3911
grp734,grp46
grp735,z,loc1617
grp735,grp966
grp736,y,loc112
grp737,x,loc3927
grp738,y,loc1536
grp738,grp218
grp739,x,loc599
grp740,x,loc4366
grp740,grp764
grp741,z,loc1764
grp741,grp24
grp742,y,loc3820
grp742,grp627
grp743,y,loc3585
grp743,grp452
grp744,y,loc4404
grp745,y,loc3761
grp745,grp980
grp746,y,loc1619
grp746,grp13
grp747,y,loc4127
grp748,z,loc3952
grp749,z,loc3625
grp749,grp264
grp750,x,loc4837
grp751,x,loc1237
grp751,grp463
grp752,x,loc3175
grp752,grp941
grp753,y,loc1845
grp754,z,loc4449
grp754,grp128
grp755,x,loc3519
grp756,z,loc1009
grp756,grp281
grp757,y,loc3118
grp757,grp334
grp758,z,loc2724
grp758,grp973
grp759,z,loc3586
grp759,grp39
grp760,x,loc3460
grp760,grp911
grp761,y,loc1885
grp761,grp688
grp762,x,loc2999
grp762,grp929
grp763,x,loc2633
grp764,y,loc3050
grp765,z,loc3853
grp766,x,loc3875
grp766,grp947
grp767,z,loc4173
grp768,x,loc2446
grp768,grp94
grp769,x,loc2892
grp770,y,loc2780
grp770,grp700
grp771,x,loc4218
grp771,grp519
grp772,y,loc1047
grp772,grp627
grp773,y,loc1460
grp773,grp415
grp774,x,loc4257
grp774,grp660
grp775,y,loc254
grp776,x,loc1339
grp776,grp910
grp777,x,loc4990
grp777,grp979
grp778,x,loc4944
grp779,x,loc1017
grp780,y,loc3383
grp781,z,loc351
grp781,grp338
grp782,y,loc828
grp782,grp925
grp783,z,loc1245
grp784,y,loc1758
grp785,z,loc3606
grp785,grp277
grp786,y,loc2456
grp786,grp453
grp787,x,loc3549
grp787,grp149
grp788,z,loc4328
grp788,grp838
grp789,x,loc2962
grp789,grp726
grp790,x,loc20
grp790,grp652
grp791,y,loc4378
grp791,grp845
grp792,x,loc2915
grp793,z,loc1305
grp793,grp122
grp794,y,loc190
grp795,y,loc721
grp796,z,loc3227
grp796,grp646
grp797,y,loc3218
grp797,grp144
grp798,y,loc1575
grp799,x,loc886
grp799,grp425
grp800,x,loc3058
grp801,y,loc617
grp801,grp446
grp802,z,loc367
grp802,grp680
grp803,x,loc3794
grp804,z,loc3233
grp804,grp715
grp805,x,loc3798
grp805,grp622
grp806,y,loc1332
grp807,z,loc1986
grp808,y,loc3426
grp808,grp938
grp809,y,loc37
grp809,grp624
grp810,x,loc593
grp810,grp414
grp811,x,loc4803
grp811,grp265
grp812,z,loc1027
grp813,z,loc933
grp813,grp608
grp814,y,loc981
grp815,z,loc1021
grp815,grp530
grp816,y,loc1248
grp817,y,loc1365
grp817,grp163
grp818,y,loc1783
grp819,x,loc3212
grp819,grp963
grp820,x,loc2977
grp821,x,loc3607
grp822,y,loc2940
grp822,grp631
grp823,z,loc438
grp823,grp265
grp824,x,loc3570
grp824,grp952
grp825,y,loc3272
grp826,z,loc3897
grp827,y,loc3358
grp828,x,loc883
grp828,grp756
grp829,y,loc3184
grp829,grp783
grp830,y,loc3884
grp831,z,loc3811
grp832,z,loc849
grp833,x,loc1047
grp834,y,loc3738
grp835,z,loc3235
grp835,grp970
grp836,y,loc696
grp837,z,loc4303
grp838,y,loc1890
grp839,z,loc4918
grp839,grp843
grp840,z,loc3760
grp841,x,loc3838
grp842,x,loc2057
grp842,grp434
grp843,z,loc2139
grp844,z,loc2945
grp844,grp117
grp845,x,loc4150
grp846,x,loc4385
grp846,grp900
grp847,y,loc3668
grp847,grp570
grp848,y,loc1723
grp849,z,loc1772
grp849,grp326
grp850,x,loc3140
grp851,y,loc3599
grp852,y,loc3322
grp853,y,loc2521
grp854,x,loc897
grp854,grp11
grp855,z,loc2687
grp856,z,loc4864
grp856,grp175
grp857,z,loc4967
grp857,grp647
grp858,x,loc3760
grp859,z,loc2598
grp860,z,loc3360
grp860,grp74
grp861,y,loc4064
grp862,y,loc3013
grp863,z,loc2570
grp864,y,loc1565
grp864,grp681
grp865,x,loc872
grp865,grp933
grp866,x,loc4639
grp866,grp125
grp867,x,loc3933
grp867,grp325
grp868,y,loc4079
grp869,x,loc3267
grp869,grp275
grp870,x,loc2556
grp871,z,loc854
grp872,y,loc4265
grp873,x,loc1276
grp873,grp86
grp874,y,loc2052
grp874,grp965
grp875,z,loc3383
grp875,grp420
grp876,x,loc639
grp877,z,loc541
grp878,z,loc1013
grp879,x,loc753
grp879,grp580
grp880,x,loc1809
grp880,grp377
grp881,y,loc3660
grp882,z,loc3504
grp882,grp312
grp883,z,loc3547
grp883,grp73
grp884,y,loc4856
grp884,grp719
grp885,x,loc4915
grp885,grp775
grp886,x,loc1770
grp887,x,loc346
grp887,grp10
grp888,x,loc4463
grp889,x,loc2064
grp889,grp160
grp890,x,loc1439
grp891,z,loc673
grp892,x,loc4489
grp892,grp927
grp893,z,loc1759
grp893,grp480
grp894,y,loc54
grp895,x,loc4914
grp896,z,loc907
grp896,grp442
grp897,y,loc3772
grp897,grp893
grp898,x,loc2625
grp898,grp775
grp899,x,loc2796
grp900,z,loc433
grp900,grp883
grp901,z,loc3575
grp902,y,loc855
grp902,grp978
grp903,y,loc34
grp904,z,loc2210
grp904,grp260
grp905,y,loc3009
grp906,z,loc4880
grp906,grp753
grp907,y,loc201
grp907,grp352
grp908,z,loc110
grp909,x,loc1909
grp909,grp923
grp910,x,loc4436
grp910,grp867
grp911,x,loc209
grp912,z,loc1897
grp912,grp864
grp913,x,loc3861
grp914,y,loc3935
grp914,grp320
grp915,x,loc2549
grp916,z,loc4607
grp916,grp989
grp917,y,loc974
grp918,y,loc3148
grp918,grp547
grp919,z,loc2037
grp920,z,loc2641
grp921,y,loc4514
grp922,z,loc1284
grp922,grp664
grp923,y,loc712
grp924,y,loc3520
grp924,grp462
grp925,z,loc3569
grp925,grp968
grp926,y,loc2381
grp927,y,loc2179
grp927,grp117
grp928,z,loc601
grp929,x,loc1639
grp929,grp349
grp930,z,loc2263
grp931,z,loc532
grp932,z,loc3784
grp933,z,loc155
grp933,grp147
grp934,y,loc4356
grp934,grp239
